name=Tests: Modèle d'importation de base, Etat du caractère, model=base_import.tests.models.char.states, id=123, state=base
name=Tests: Modèle d'importation de base, One to Many child, model=base_import.tests.models.o2m.child, id=131, state=base
name=Tests: Modèle d'importation de base, Plusieurs à un, model=base_import.tests.models.m2o, id=126, state=base
name=Tests: Modèle d'importation de base, Plusieurs à un relatif, model=base_import.tests.models.m2o.related, id=127, state=base
name=Tests: Modèle d'importation de base, Plusieurs à un requis, model=base_import.tests.models.m2o.required, id=128, state=base
name=Tests: Modèle d'importation de base, Plusieurs à un requis relatif, model=base_import.tests.models.m2o.required.related, id=129, state=base
name=Tests: Modèle d'importation de base, Un à plusieurs, model=base_import.tests.models.o2m, id=130, state=base
name=Tests: flotteur du modèle d'importation de base, model=base_import.tests.models.float, id=133, state=base
name=Theme Asset, model=theme.ir.asset, id=604, state=base
name=Thème Vue UI, model=theme.ir.ui.view, id=605, state=base
name=Thème pièce-jointe, model=theme.ir.attachment, id=606, state=base
name=Thèmes utiles, model=theme.utils, id=609, state=base
name=Titre du partenaire, model=res.partner.title, id=83, state=base
name=Tour de découverte du téléchargement d'une facture, model=account.tour.upload.bill, id=455, state=base
name=Tour de découverte du téléchargement d'une facture par courriel, model=account.tour.upload.bill.email.confirm, id=456, state=base
name=Tout l'itinéraire de site Web, model=website.route, id=602, state=base
name=Track Karma Changes, model=gamification.karma.tracking, id=661, state=base
name=Traduction, model=ir.translation, id=33, state=base
name=Transaction, model=payment.transaction, id=518, state=base
name=Transfert immédiat, model=stock.immediate.transfer, id=499, state=base
name=Traqueur de liens, model=link.tracker, id=670, state=base
name=Type d'activité, model=mail.activity.type, id=165, state=base
name=Type de compte, model=account.account.type, id=398, state=base
name=Type de préparation, model=stock.picking.type, id=473, state=base
name=UBL 2.0, model=account.edi.xml.ubl_20, id=543, state=base
name=UBL 2.1, model=account.edi.xml.ubl_21, id=544, state=base
name=UBL BIS Billing 3.0.12, model=account.edi.xml.ubl_bis3, id=545, state=base
name=URL de l'Action, model=ir.actions.act_url, id=22, state=base
name=Union des achats & factures, model=purchase.bill.union, id=556, state=base
name=Unit of Measure for price per unit on eCommerce products., model=website.base.unit, id=636, state=base
name=Unité de mesure d'article, model=uom.uom, id=141, state=base
name=User Settings Volumes, model=res.users.settings.volumes, id=182, state=base
name=Utilisateur, Assistant de changement de mot de passe, model=change.password.user, id=99, state=base
name=Utilisateurs, model=res.users, id=96, state=base
name=Valeur caractéristique personnalisée du produit, model=product.attribute.custom.value, id=362, state=base
name=Valeur caratéristique du modèle produit, model=product.template.attribute.value, id=360, state=base
name=Valeur de la caractéristique, model=product.attribute.value, id=358, state=base
name=Valeur de suivi des courriers, model=mail.tracking.value, id=173, state=base
name=Valeurs par défaut, model=ir.default, id=32, state=base
name=Valider les mouvements de compte, model=validate.account.move, id=443, state=base
name=Ventes par canal (Tout en un), model=report.all.channels.sales, id=571, state=base
name=Visites, model=web_tour.tour, id=139, state=base
name=Visiteur du site web, model=website.visitor, id=614, state=base
name=Vue, model=ir.ui.view, id=15, state=base
name=Vue de la Fenêtre d'Action, model=ir.actions.act_window.view, id=20, state=base
name=Vue personnalisée, model=ir.ui.view.custom, id=14, state=base
name=Website Configurator Feature, model=website.configurator.feature, id=610, state=base
name=Website Searchable Mixin, model=website.searchable.mixin, id=598, state=base
name=Website Snippet Filter, model=website.snippet.filter, id=612, state=base
name=format EDI, model=account.edi.format, id=513, state=base
name=pos.report, model=pos.report, id=652, state=base
name=report.advanced_pos_reports.report_pos_ongoing_session, model=report.advanced_pos_reports.report_pos_ongoing_session, id=648, state=base
name=report.advanced_pos_reports.report_pos_posted_session, model=report.advanced_pos_reports.report_pos_posted_session, id=647, state=base
name=report.advanced_pos_reports.report_pos_top_selling_categories, model=report.advanced_pos_reports.report_pos_top_selling_categories, id=650, state=base
name=report.advanced_pos_reports.report_pos_top_selling_customers, model=report.advanced_pos_reports.report_pos_top_selling_customers, id=651, state=base
name=report.advanced_pos_reports.report_pos_top_selling_products, model=report.advanced_pos_reports.report_pos_top_selling_products, id=649, state=base
name=report.pos_report_generator.pos_order_report, model=report.pos_report_generator.pos_order_report, id=653, state=base
name=res.users.apikeys, model=res.users.apikeys, id=100, state=base
name=res.users.apikeys.description, model=res.users.apikeys.description, id=101, state=base
name=res.users.apikeys.show, model=res.users.apikeys.show, id=102, state=base
name=Échec de la démo, model=ir.demo_failure.wizard, id=70, state=base
name=Échec de la démo, model=ir.demo_failure, id=69, state=base
name=Écriture comptable, model=account.move.line, id=416, state=base
name=Étape d'Événement, model=event.stage, id=586, state=base
name=Étapes de la campagne, model=utm.stage, id=558, state=base
name=État, model=res.country.state, id=79, state=base
name=Étiquette du compte, model=account.account.tag, id=397, state=base
name=Étiquette du sondage, model=survey.question.answer, id=666, state=base
name=Étiquettes analytiques, model=account.analytic.tag, id=343, state=base
name=Étiquettes d'Événement, model=event.tag, id=588, state=base
name=Étiquettes du partenaire, model=res.partner.category, id=82, state=base
name=Évaluation, model=rating.rating, id=633, state=base
